0.0000000000000000e+00	2.6890287588394415e+00	1.3780575176788834e+00	0.0000000000000000e+00	-1.5000000000000000e+00	1.2837499999999999e+00	0.0000000000000000e+00
1.0000000000000000e-02	2.6740287588394414e+00	1.3899140176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	1.1856499999999999e+00	0.0000000000000000e+00
2.0000000000000000e-02	2.6590287588394412e+00	1.4007895176788834e+00	0.0000000000000000e+00	-1.5000000000000000e+00	1.0875499999999998e+00	0.0000000000000000e+00
2.9999999999999999e-02	2.6440287588394411e+00	1.4106840176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	9.8944999999999972e-01	0.0000000000000000e+00
4.0000000000000001e-02	2.6290287588394410e+00	1.4195975176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	8.9134999999999964e-01	0.0000000000000000e+00
5.0000000000000003e-02	2.6140287588394409e+00	1.4275300176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	7.9324999999999957e-01	0.0000000000000000e+00
5.9999999999999998e-02	2.5990287588394407e+00	1.4344815176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	6.9514999999999949e-01	0.0000000000000000e+00
7.0000000000000007e-02	2.5840287588394406e+00	1.4404520176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	5.9704999999999941e-01	0.0000000000000000e+00
8.0000000000000002e-02	2.5690287588394405e+00	1.4454415176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	4.9894999999999939e-01	0.0000000000000000e+00
8.9999999999999997e-02	2.5540287588394404e+00	1.4494500176788834e+00	0.0000000000000000e+00	-1.5000000000000000e+00	4.0084999999999937e-01	0.0000000000000000e+00
1.0000000000000001e-01	2.5390287588394402e+00	1.4524775176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	3.0274999999999935e-01	0.0000000000000000e+00
1.1000000000000000e-01	2.5240287588394401e+00	1.4545240176788834e+00	0.0000000000000000e+00	-1.5000000000000000e+00	2.0464999999999933e-01	0.0000000000000000e+00
1.2000000000000000e-01	2.5090287588394400e+00	1.4555895176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	1.0654999999999931e-01	0.0000000000000000e+00
1.3000000000000000e-01	2.4940287588394399e+00	1.4556740176788834e+00	0.0000000000000000e+00	-1.5000000000000000e+00	8.4499999999992914e-03	0.0000000000000000e+00
1.4000000000000001e-01	2.4790287588394397e+00	1.4547775176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-8.9650000000000729e-02	0.0000000000000000e+00
1.4999999999999999e-01	2.4640287588394396e+00	1.4529000176788833e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-1.8775000000000075e-01	0.0000000000000000e+00
1.6000000000000000e-01	2.4490287588394395e+00	1.4500415176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-2.8585000000000077e-01	0.0000000000000000e+00
1.7000000000000001e-01	2.4340287588394394e+00	1.4462020176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-3.8395000000000079e-01	0.0000000000000000e+00
1.7999999999999999e-01	2.4190287588394392e+00	1.4413815176788831e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-4.8205000000000081e-01	0.0000000000000000e+00
1.9000000000000000e-01	2.4040287588394391e+00	1.4355800176788831e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-5.8015000000000083e-01	0.0000000000000000e+00
2.0000000000000001e-01	2.3890287588394390e+00	1.4287975176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-6.7825000000000091e-01	0.0000000000000000e+00
2.0999999999999999e-01	2.3740287588394389e+00	1.4210340176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-7.7635000000000098e-01	0.0000000000000000e+00
2.2000000000000000e-01	2.3590287588394387e+00	1.4122895176788832e+00	0.0000000000000000e+00	-1.5000000000000000e+00	-8.7445000000000106e-01	0.0000000000000000e+00
