0.0000000000000000e+00	2.6890287588394415e+00	1.3780575176788834e+00	0.0000000000000000e+00	-1.3868557819823724e+00	1.3968942180176276e+00	0.0000000000000000e+00	3.3780575176788834e+00	2.0670862765183253e+00	0.0000000000000000e+00	1.5128546827894607e+00	1.2346999999999999e+00	0.0000000000000000e+00
1.0000000000000000e-02	2.6728973166592653e+00	1.3887825754987071e+00	0.0000000000000000e+00	-1.6131442180176274e+00	1.0725057819823725e+00	0.0000000000000000e+00	3.3929289708509889e+00	2.0794332765183254e+00	0.0000000000000000e+00	1.4871453172105393e+00	1.2346999999999999e+00	0.0000000000000000e+00
2.0000000000000000e-02	2.6545973901907365e+00	1.3964466342168496e+00	0.0000000000000000e+00	-1.8299926468529026e+00	7.6640587181424646e-01	0.0000000000000000e+00	3.4073702646105235e+00	2.0917802765183255e+00	0.0000000000000000e+00	1.4441293759534493e+00	1.2346999999999999e+00	0.0000000000000000e+00
2.9999999999999999e-02	2.6342569882567890e+00	1.4012449129626934e+00	0.0000000000000000e+00	-2.0340401933947381e+00	4.7982787458437565e-01	0.0000000000000000e+00	3.4211732308803668e+00	2.1041272765183257e+00	0.0000000000000000e+00	1.3802966269843526e+00	1.2346999999999999e+00	0.0000000000000000e+00
4.0000000000000001e-02	2.6120348784451863e+00	1.4033814292475182e+00	0.0000000000000000e+00	-2.2222109811602864e+00	2.1365162848248720e-01	0.0000000000000000e+00	3.4340987089382473e+00	2.1164742765183258e+00	0.0000000000000000e+00	1.2925478057880309e+00	1.2346999999999999e+00	0.0000000000000000e+00
5.0000000000000003e-02	2.5881168851954297e+00	1.4030658646932466e+00	0.0000000000000000e+00	-2.3917993249756808e+00	-3.1556455427161234e-02	0.0000000000000000e+00	3.4458817389155243e+00	2.1288212765183259e+00	0.0000000000000000e+00	1.1783029977276964e+00	1.2346999999999999e+00	0.0000000000000000e+00
5.9999999999999998e-02	2.5627115155399451e+00	1.4005108299752744e+00	0.0000000000000000e+00	-2.5405369655484451e+00	-2.5550347179722410e-01	0.0000000000000000e+00	3.4562376168598679e+00	2.1411682765183260e+00	0.0000000000000000e+00	1.0355877944343439e+00	1.2346999999999999e+00	0.0000000000000000e+00
7.0000000000000007e-02	2.5360450997720116e+00	1.3959294948545051e+00	0.0000000000000000e+00	-2.6666415767933334e+00	-4.5813351207693342e-01	0.0000000000000000e+00	3.4648685766230130e+00	2.1535152765183261e+00	0.0000000000000000e+00	8.6309597631448942e-01	1.2346999999999999e+00	0.0000000000000000e+00
8.0000000000000002e-02	2.5083566300179236e+00	1.3895335313992878e+00	0.0000000000000000e+00	-2.7688469754087803e+00	-6.3959634552172884e-01	0.0000000000000000e+00	3.4714708656721647e+00	2.1658622765183262e+00	0.0000000000000000e+00	6.6022890491516584e-01	1.2346999999999999e+00	0.0000000000000000e+00
8.9999999999999997e-02	2.4798924682067724e+00	1.3815313128923166e+00	0.0000000000000000e+00	-2.8464161811151243e+00	-8.0022185069711427e-01	0.0000000000000000e+00	3.4757419927744349e+00	2.1782092765183263e+00	0.0000000000000000e+00	4.2711271022702446e-01	1.2346999999999999e+00	0.0000000000000000e+00
1.0000000000000001e-01	2.4509010799677955e+00	1.3721263141198257e+00	0.0000000000000000e+00	-2.8991388238976823e+00	-9.4049987724909245e-01	0.0000000000000000e+00	3.4773879412230744e+00	2.1905562765183264e+00	0.0000000000000000e+00	1.6459484486394266e-01	1.2346999999999999e+00	0.0000000000000000e+00
1.1000000000000000e-01	2.4216279349158030e+00	1.3615156673497950e+00	0.0000000000000000e+00	-2.9273145051992335e+00	-1.0610646770030621e+00	0.0000000000000000e+00	3.4761301591699678e+00	2.2029032765183265e+00	0.0000000000000000e+00	-1.2577820531066813e-01	1.2346999999999999e+00	0.0000000000000000e+00
