0.0000000000000000e+00	5.0000000000000000e-01	1.2500000000000000e+00	0.0000000000000000e+00	4.9603404823256447e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5000000000000000e+00	1.2500000000000000e+00	0.0000000000000000e+00	-5.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e-02	5.5039659517674355e-01	1.2490190000000001e+00	0.0000000000000000e+00	5.0396595176743553e+00	-9.8100000000000021e-02	0.0000000000000000e+00	2.4500000000000002e+00	1.2490190000000001e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-9.8100000000000021e-02	0.0000000000000000e+00
2.0000000000000000e-02	6.0137490974674457e-01	1.2470570000000001e+00	0.0000000000000000e+00	5.0978314570001046e+00	-1.9620000000000004e-01	0.0000000000000000e+00	2.4000000000000004e+00	1.2470570000000001e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-1.9620000000000004e-01	0.0000000000000000e+00
2.9999999999999999e-02	6.5272103177616714e-01	1.2441140000000002e+00	0.0000000000000000e+00	5.1346122029422583e+00	-2.9430000000000006e-01	0.0000000000000000e+00	2.3500000000000005e+00	1.2441140000000002e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-2.9430000000000006e-01	0.0000000000000000e+00
4.0000000000000001e-02	7.0421950596110539e-01	1.2401900000000001e+00	0.0000000000000000e+00	5.1498474184938203e+00	-3.9240000000000008e-01	0.0000000000000000e+00	2.3000000000000007e+00	1.2401900000000001e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-3.9240000000000008e-01	0.0000000000000000e+00
5.0000000000000003e-02	7.5571798014604363e-01	1.2352850000000002e+00	0.0000000000000000e+00	5.1498474184938203e+00	-4.9050000000000010e-01	0.0000000000000000e+00	2.2500000000000009e+00	1.2352850000000002e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-4.9050000000000010e-01	0.0000000000000000e+00
5.9999999999999998e-02	8.0721645433098188e-01	1.2293990000000001e+00	0.0000000000000000e+00	5.1498474184938203e+00	-5.8860000000000012e-01	0.0000000000000000e+00	2.2000000000000011e+00	1.2293990000000001e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-5.8860000000000012e-01	0.0000000000000000e+00
7.0000000000000007e-02	8.5871492851592013e-01	1.2225320000000002e+00	0.0000000000000000e+00	5.1498474184938203e+00	-6.8670000000000009e-01	0.0000000000000000e+00	2.1500000000000012e+00	1.2225320000000002e+00	0.0000000000000000e+00	-5.0000000000000000e+00	-6.8670000000000009e-01	0.0000000000000000e+00
8.0000000000000002e-02	9.0994285274156239e-01	1.2146840000000001e+00	0.0000000000000000e+00	5.1227924225642267e+00	-7.8480000000000016e-01	0.0000000000000000e+00	2.1002986104861989e+00	1.2146840000000001e+00	0.0000000000000000e+00	-4.9701389513802159e+00	-7.8480000000000016e-01	0.0000000000000000e+00
8.9999999999999997e-02	9.6047671389522837e-01	1.2058550000000001e+00	0.0000000000000000e+00	5.0533861153665951e+00	-8.8290000000000024e-01	0.0000000000000000e+00	2.0513632699191944e+00	1.2058550000000001e+00	0.0000000000000000e+00	-4.8935340567004459e+00	-8.8290000000000024e-01	0.0000000000000000e+00
1.0000000000000001e-01	1.0098991256926388e+00	1.1960450000000000e+00	0.0000000000000000e+00	4.9422411797410462e+00	-9.8100000000000032e-01	0.0000000000000000e+00	2.0036546544772627e+00	1.1960450000000000e+00	0.0000000000000000e+00	-4.7708615441931741e+00	-9.8100000000000032e-01	0.0000000000000000e+00
1.1000000000000000e-01	1.0578025131473021e+00	1.1852540000000000e+00	0.0000000000000000e+00	4.7903387454663209e+00	-1.0791000000000004e+00	0.0000000000000000e+00	1.9576226114462620e+00	1.1852540000000000e+00	0.0000000000000000e+00	-4.6032043031000605e+00	-1.0791000000000004e+00	0.0000000000000000e+00
1.2000000000000000e-01	1.1037927104308576e+00	1.1734819999999999e+00	0.0000000000000000e+00	4.5990197283555556e+00	-1.1772000000000005e+00	0.0000000000000000e+00	1.9137021882013818e+00	1.1734819999999999e+00	0.0000000000000000e+00	-4.3920423244880151e+00	-1.1772000000000005e+00	0.0000000000000000e+00
1.3000000000000000e-01	1.1474924403643352e+00	1.1607289999999999e+00	0.0000000000000000e+00	4.3699729933477638e+00	-1.2753000000000005e+00	0.0000000000000000e+00	1.8723097918348162e+00	1.1607289999999999e+00	0.0000000000000000e+00	-4.1392396366565576e+00	-1.2753000000000005e+00	0.0000000000000000e+00
1.4000000000000001e-01	1.1885446448251864e+00	1.1469950000000000e+00	0.0000000000000000e+00	4.1052204460851138e+00	-1.3734000000000006e+00	0.0000000000000000e+00	1.8338395133301773e+00	1.1469950000000000e+00	0.0000000000000000e+00	-3.8470278504639008e+00	-1.3734000000000006e+00	0.0000000000000000e+00
